"CarID","timestamp","lat","long","location","FirstName"
1,2014-01-08 17:00:00,36.05867794,24.88249089,"Carlyle Chemical Inc.","Nils"
1,2014-01-06 12:00:00,36.06964769,24.87136999,"U-Pump","Nils"
1,2014-01-06 13:00:00,36.06961429,24.87142865,"Jack's Magical Beans","Nils"
1,2014-01-11 15:00:00,36.07528241,24.85824383,"Coffee Shack","Nils"
1,2014-01-14 21:00:00,36.05195312,24.87123158,"Ouzeri Elian","Nils"
1,2014-01-06 19:00:00,36.06961741,24.87132731,"U-Pump","Nils"
1,2014-01-14 12:00:00,36.05574481,24.87385468,"Ouzeri Elian","Nils"
1,2014-01-06 13:00:00,36.07016297,24.86858586,"U-Pump","Nils"
1,2014-01-07 07:00:00,36.06088959,24.88404631,"Carlyle Chemical Inc.","Nils"
1,2014-01-10 23:00:00,36.06963838,24.8714668,"Jack's Magical Beans","Nils"
1,2014-01-17 17:00:00,36.06267353,24.88260491,"Hallowed Grounds","Nils"
1,2014-01-18 19:00:00,36.05191717,24.8714046,"Ouzeri Elian","Nils"
1,2014-01-10 13:00:00,36.05195876,24.87125088,"Ouzeri Elian","Nils"
1,2014-01-13 07:00:00,36.06572751,24.88256892,"Hallowed Grounds","Nils"
1,2014-01-08 08:00:00,36.06363873,24.88589063,"Hallowed Grounds","Nils"
1,2014-01-16 18:00:00,36.05192894,24.8738673,"Ouzeri Elian","Nils"
1,2014-01-11 15:00:00,36.06964204,24.8714772,"Jack's Magical Beans","Nils"
1,2014-01-12 14:00:00,36.06963916,24.87143698,"Jack's Magical Beans","Nils"
1,2014-01-17 17:00:00,36.05867373,24.88251774,"Carlyle Chemical Inc.","Nils"
1,2014-01-13 19:00:00,36.05191296,24.87123814,"Ouzeri Elian","Nils"
1,2014-01-10 19:00:00,36.06830996,24.87642782,"Jack's Magical Beans","Nils"
1,2014-01-08 12:00:00,36.07669246,24.85877108,"Albert's Fine Clothing","Nils"
1,2014-01-08 23:00:00,36.05892499,24.88247424,"Carlyle Chemical Inc.","Nils"
1,2014-01-14 17:00:00,36.0626561,24.88260657,"Hallowed Grounds","Nils"
1,2014-01-06 12:00:00,36.06704699,24.87635498,"Jack's Magical Beans","Nils"
1,2014-01-15 13:00:00,36.05195186,24.87139904,"Ouzeri Elian","Nils"
1,2014-01-18 18:00:00,36.05192087,24.87396347,"Ouzeri Elian","Nils"
1,2014-01-16 13:00:00,36.05575684,24.90250543,"Brew've Been Served","Nils"
1,2014-01-09 17:00:00,36.05869175,24.88248273,"Carlyle Chemical Inc.","Nils"
1,2014-01-18 15:00:00,36.06582238,24.84982399,"Kronos Mart","Nils"
1,2014-01-15 20:00:00,36.05193023,24.87130729,"Ouzeri Elian","Nils"
1,2014-01-09 13:00:00,36.06205067,24.85616155,"General Grocer","Nils"
1,2014-01-10 19:00:00,36.06963566,24.87132977,"U-Pump","Nils"
1,2014-01-11 18:00:00,36.05286716,24.87392741,"Ouzeri Elian","Nils"
1,2014-01-11 12:00:00,36.07664264,24.85877536,"Albert's Fine Clothing","Nils"
1,2014-01-16 20:00:00,36.05194616,24.8711675,"Ouzeri Elian","Nils"
1,2014-01-08 12:00:00,36.06963861,24.87136211,"U-Pump","Nils"
1,2014-01-12 12:00:00,36.07668162,24.85886478,"Albert's Fine Clothing","Nils"
1,2014-01-13 18:00:00,36.05192592,24.87394714,"Ouzeri Elian","Nils"
1,2014-01-09 12:00:00,36.0557746,24.87381462,"Ouzeri Elian","Nils"
1,2014-01-06 07:00:00,36.06087801,24.88396775,"Carlyle Chemical Inc.","Nils"
1,2014-01-09 12:00:00,36.0594505,24.85655792,"General Grocer","Nils"
1,2014-01-13 12:00:00,36.06961468,24.87128389,"U-Pump","Nils"
1,2014-01-06 20:00:00,36.07527152,24.85802547,"Coffee Shack","Nils"
1,2014-01-09 13:00:00,36.0634545,24.85102147,"Roberts and Sons","Nils"
1,2014-01-13 17:00:00,36.05869167,24.88251184,"Carlyle Chemical Inc.","Nils"
1,2014-01-14 17:00:00,36.0587817,24.88250694,"Carlyle Chemical Inc.","Nils"
1,2014-01-08 13:00:00,36.07665452,24.85762688,"Albert's Fine Clothing","Nils"
1,2014-01-14 12:00:00,36.06205647,24.85526986,"Roberts and Sons","Nils"
1,2014-01-11 15:00:00,36.07004754,24.868584,"U-Pump","Nils"
1,2014-01-06 19:00:00,36.07524983,24.86184687,"Coffee Shack","Nils"
1,2014-01-12 12:00:00,36.06834861,24.87637493,"Jack's Magical Beans","Nils"
1,2014-01-08 21:00:00,36.05196339,24.87116724,"Ouzeri Elian","Nils"
1,2014-01-14 19:00:00,36.05195526,24.87397521,"Ouzeri Elian","Nils"
1,2014-01-10 17:00:00,36.05864584,24.88248059,"Carlyle Chemical Inc.","Nils"
1,2014-01-06 07:00:00,36.06563514,24.88256504,"Hallowed Grounds","Nils"
1,2014-01-13 12:00:00,36.06703062,24.87638281,"Jack's Magical Beans","Nils"
1,2014-01-06 20:00:00,36.06962946,24.87139514,"Jack's Magical Beans","Nils"
1,2014-01-16 08:00:00,36.06083654,24.88404223,"Carlyle Chemical Inc.","Nils"
1,2014-01-13 17:00:00,36.06271188,24.88264651,"Hallowed Grounds","Nils"
1,2014-01-08 13:00:00,36.06963273,24.8714358,"Jack's Magical Beans","Nils"
1,2014-01-16 08:00:00,36.06362423,24.88592963,"Hallowed Grounds","Nils"
1,2014-01-18 12:00:00,36.06199037,24.86059131,"General Grocer","Nils"
1,2014-01-08 17:00:00,36.0628129,24.88259155,"Hallowed Grounds","Nils"
1,2014-01-06 13:00:00,36.07668101,24.85757292,"Albert's Fine Clothing","Nils"
1,2014-01-12 14:00:00,36.07018955,24.86858556,"U-Pump","Nils"
1,2014-01-13 08:00:00,36.06368789,24.88591165,"Hallowed Grounds","Nils"
1,2014-01-07 13:00:00,36.05663702,24.87126364,"Ouzeri Elian","Nils"
1,2014-01-13 12:00:00,36.07662595,24.85881883,"Albert's Fine Clothing","Nils"
1,2014-01-07 12:00:00,36.05945082,24.85799686,"General Grocer","Nils"
1,2014-01-17 22:00:00,36.06274244,24.88261059,"Hallowed Grounds","Nils"
1,2014-01-14 13:00:00,36.06567504,24.85429878,"Roberts and Sons","Nils"
1,2014-01-06 20:00:00,36.07014824,24.86858941,"U-Pump","Nils"
1,2014-01-09 07:00:00,36.06087873,24.88396604,"Carlyle Chemical Inc.","Nils"
1,2014-01-13 08:00:00,36.06081542,24.8840192,"Carlyle Chemical Inc.","Nils"
1,2014-01-19 19:00:00,36.05190886,24.87121814,"Ouzeri Elian","Nils"
1,2014-01-08 12:00:00,36.06696685,24.87638032,"Jack's Magical Beans","Nils"
1,2014-01-15 19:00:00,36.0519419,24.87398019,"Ouzeri Elian","Nils"
1,2014-01-16 00:00:00,36.06275109,24.88263952,"Hallowed Grounds","Nils"
1,2014-01-13 13:00:00,36.070097,24.86858381,"U-Pump","Nils"
1,2014-01-08 07:00:00,36.06571003,24.88261465,"Hallowed Grounds","Nils"
1,2014-01-14 07:00:00,36.06564362,24.88261694,"Hallowed Grounds","Nils"
1,2014-01-13 13:00:00,36.07665221,24.85756416,"Albert's Fine Clothing","Nils"
1,2014-01-18 13:00:00,36.0657297,24.84981925,"Kronos Mart","Nils"
1,2014-01-17 08:00:00,36.0608771,24.88398681,"Carlyle Chemical Inc.","Nils"
1,2014-01-14 13:00:00,36.06292764,24.85618713,"General Grocer","Nils"
1,2014-01-17 20:00:00,36.05190684,24.87124293,"Ouzeri Elian","Nils"
1,2014-01-18 13:00:00,36.06348734,24.85102088,"Roberts and Sons","Nils"
1,2014-01-15 17:00:00,36.05859649,24.88252472,"Carlyle Chemical Inc.","Nils"
1,2014-01-07 20:00:00,36.05193134,24.87123521,"Ouzeri Elian","Nils"
1,2014-01-11 12:00:00,36.06836714,24.87644208,"Jack's Magical Beans","Nils"
1,2014-01-10 08:00:00,36.06366519,24.88591455,"Hallowed Grounds","Nils"
1,2014-01-08 08:00:00,36.06084033,24.88401018,"Carlyle Chemical Inc.","Nils"
1,2014-01-17 07:00:00,36.06571766,24.88264868,"Hallowed Grounds","Nils"
1,2014-01-07 17:00:00,36.06281433,24.88261306,"Hallowed Grounds","Nils"
1,2014-01-06 22:00:00,36.06572586,24.88263629,"Hallowed Grounds","Nils"
1,2014-01-17 19:00:00,36.05193102,24.87397045,"Ouzeri Elian","Nils"
1,2014-01-11 13:00:00,36.07662775,24.85757093,"Albert's Fine Clothing","Nils"
1,2014-01-15 22:00:00,36.0607563,24.88247662,"Carlyle Chemical Inc.","Nils"
1,2014-01-18 12:00:00,36.06193286,24.86409988,"Gelatogalore","Nils"
1,2014-01-16 12:00:00,36.0553939,24.90214955,"Brew've Been Served","Nils"
1,2014-01-10 08:00:00,36.06084723,24.88402832,"Carlyle Chemical Inc.","Nils"
1,2014-01-12 12:00:00,36.06962972,24.87134211,"U-Pump","Nils"
1,2014-01-08 19:00:00,36.05194884,24.87394723,"Ouzeri Elian","Nils"
1,2014-01-10 23:00:00,36.07014409,24.86857174,"U-Pump","Nils"
1,2014-01-10 17:00:00,36.0626687,24.88264378,"Hallowed Grounds","Nils"
1,2014-01-10 07:00:00,36.06566001,24.88256979,"Hallowed Grounds","Nils"
1,2014-01-06 19:00:00,36.06835243,24.87644786,"Jack's Magical Beans","Nils"
1,2014-01-16 17:00:00,36.0586649,24.88252897,"Carlyle Chemical Inc.","Nils"
1,2014-01-06 17:00:00,36.05860722,24.88250413,"Carlyle Chemical Inc.","Nils"
1,2014-01-11 19:00:00,36.05287849,24.8712055,"Ouzeri Elian","Nils"
1,2014-01-15 07:00:00,36.06556939,24.88269929,"Hallowed Grounds","Nils"
1,2014-01-10 12:00:00,36.05105895,24.87394571,"Ouzeri Elian","Nils"
1,2014-01-09 12:00:00,36.06210072,24.85530821,"Roberts and Sons","Nils"
1,2014-01-07 17:00:00,36.05861246,24.88250154,"Carlyle Chemical Inc.","Nils"
1,2014-01-16 07:00:00,36.06574384,24.88261033,"Hallowed Grounds","Nils"
1,2014-01-13 13:00:00,36.06963973,24.87143336,"Jack's Magical Beans","Nils"
1,2014-01-18 12:00:00,36.06209798,24.85506466,"Roberts and Sons","Nils"
1,2014-01-09 13:00:00,36.05668905,24.87124672,"Ouzeri Elian","Nils"
1,2014-01-15 22:00:00,36.06550353,24.88262841,"Hallowed Grounds","Nils"
1,2014-01-08 13:00:00,36.07018858,24.86858379,"U-Pump","Nils"
1,2014-01-14 08:00:00,36.06367099,24.88594026,"Hallowed Grounds","Nils"
1,2014-01-06 22:00:00,36.0608963,24.88254757,"Carlyle Chemical Inc.","Nils"
1,2014-01-17 22:00:00,36.05861195,24.8825188,"Carlyle Chemical Inc.","Nils"
1,2014-01-07 07:00:00,36.06572525,24.88258213,"Hallowed Grounds","Nils"
1,2014-01-17 08:00:00,36.06367436,24.88586895,"Hallowed Grounds","Nils"
1,2014-01-15 08:00:00,36.06084444,24.88404111,"Carlyle Chemical Inc.","Nils"
1,2014-01-09 17:00:00,36.06268905,24.88258208,"Hallowed Grounds","Nils"
1,2014-01-07 01:00:00,36.06275837,24.88259799,"Hallowed Grounds","Nils"
1,2014-01-14 12:00:00,36.05943535,24.85656878,"General Grocer","Nils"
1,2014-01-07 18:00:00,36.05192431,24.87397985,"Ouzeri Elian","Nils"
1,2014-01-15 17:00:00,36.06275512,24.8825975,"Hallowed Grounds","Nils"
1,2014-01-07 12:00:00,36.05575167,24.87381616,"Ouzeri Elian","Nils"
1,2014-01-07 01:00:00,36.05861027,24.88252217,"Carlyle Chemical Inc.","Nils"
1,2014-01-12 14:00:00,36.07665801,24.85759456,"Albert's Fine Clothing","Nils"
1,2014-01-14 13:00:00,36.0566458,24.87123709,"Ouzeri Elian","Nils"
1,2014-01-16 17:00:00,36.06268234,24.88263802,"Hallowed Grounds","Nils"
1,2014-01-06 12:00:00,36.07664856,24.85881505,"Albert's Fine Clothing","Nils"
1,2014-01-06 17:00:00,36.06266783,24.88261335,"Hallowed Grounds","Nils"
1,2014-01-08 23:00:00,36.06273416,24.88262543,"Hallowed Grounds","Nils"
1,2014-01-09 07:00:00,36.06572981,24.88259925,"Hallowed Grounds","Nils"
1,2014-01-16 00:00:00,36.05859198,24.88247476,"Carlyle Chemical Inc.","Nils"
1,2014-01-14 08:00:00,36.06089692,24.88398183,"Carlyle Chemical Inc.","Nils"
1,2014-01-11 12:00:00,36.06962042,24.87135701,"U-Pump","Nils"
1,2014-01-15 12:00:00,36.05104461,24.87395822,"Ouzeri Elian","Nils"
1,2014-01-07 13:00:00,36.05971734,24.85798936,"General Grocer","Nils"
1,2014-01-19 18:00:00,36.05195936,24.87394314,"Ouzeri Elian","Nils"
2,2014-01-08 13:00:00,36.06211959,24.85607486,"General Grocer","Lars"
2,2014-01-13 17:00:00,36.06961497,24.87126362,"U-Pump","Lars"
2,2014-01-06 20:00:00,36.07664622,24.85762992,"Albert's Fine Clothing","Lars"
2,2014-01-13 17:00:00,36.06696507,24.87633954,"Jack's Magical Beans","Lars"
2,2014-01-17 07:00:00,36.08273307,24.85351572,"Bean There Done That","Lars"
2,2014-01-16 13:00:00,36.07669721,24.85759708,"Albert's Fine Clothing","Lars"
2,2014-01-06 18:00:00,36.07806522,24.85884221,"Albert's Fine Clothing","Lars"
2,2014-01-12 19:00:00,36.07662613,24.85757763,"Albert's Fine Clothing","Lars"
2,2014-01-15 19:00:00,36.07666655,24.85761549,"Albert's Fine Clothing","Lars"
2,2014-01-09 17:00:00,36.06963464,24.87135967,"U-Pump","Lars"
2,2014-01-15 12:00:00,36.05534403,24.90211153,"Brew've Been Served","Lars"
2,2014-01-07 08:00:00,36.0828046,24.85348153,"Bean There Done That","Lars"
2,2014-01-08 13:00:00,36.06348736,24.85100399,"Roberts and Sons","Lars"
2,2014-01-06 19:00:00,36.07668681,24.85759331,"Albert's Fine Clothing","Lars"
2,2014-01-13 13:00:00,36.05664464,24.87127054,"Ouzeri Elian","Lars"
2,2014-01-15 13:00:00,36.05572529,24.90254526,"Brew've Been Served","Lars"
2,2014-01-14 19:00:00,36.07668757,24.85757303,"Albert's Fine Clothing","Lars"
2,2014-01-09 08:00:00,36.07012366,24.86857224,"U-Pump","Lars"
2,2014-01-06 12:00:00,36.05526646,24.90213804,"Brew've Been Served","Lars"
2,2014-01-15 17:00:00,36.06696623,24.87633435,"Jack's Magical Beans","Lars"
2,2014-01-07 13:00:00,36.06203168,24.85613793,"General Grocer","Lars"
2,2014-01-08 17:00:00,36.06706782,24.87634398,"Jack's Magical Beans","Lars"
2,2014-01-17 08:00:00,36.08179915,24.85089742,"Bean There Done That","Lars"
2,2014-01-09 08:00:00,36.0696146,24.87145274,"Jack's Magical Beans","Lars"
2,2014-01-09 17:00:00,36.06704652,24.87636518,"Jack's Magical Beans","Lars"
2,2014-01-07 13:00:00,36.06347906,24.85101808,"Roberts and Sons","Lars"
2,2014-01-14 08:00:00,36.06963425,24.87139408,"Jack's Magical Beans","Lars"
2,2014-01-13 07:00:00,36.08274203,24.85346125,"Bean There Done That","Lars"
2,2014-01-15 17:00:00,36.06962952,24.87119853,"U-Pump","Lars"
